epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,363.839,1.64503,2.56531,1.037,0.82044,0.57852,0.60422,0.36775,1.57198,0.99029,0.97684,0.00331155,0.00331155,0.00331155
2,712.019,1.50699,0.84503,0.97422,0.85332,0.59046,0.62567,0.3811,1.57794,1.01468,1.00469,0.0065791,0.0065791,0.0065791
3,1059.67,1.55602,0.86726,0.98376,0.76322,0.43149,0.51389,0.29319,1.81527,1.48972,1.06012,0.00978064,0.00978064,0.00978064
4,1406.71,1.56764,0.87252,0.98929,0.70183,0.56124,0.56116,0.33117,1.67621,1.30993,1.0365,0.009703,0.009703,0.009703
5,1756.19,1.51161,0.81663,0.98148,0.88152,0.63079,0.67441,0.40644,1.56825,0.89262,1.00912,0.009604,0.009604,0.009604
6,2102.47,1.48604,0.78589,0.97475,0.86005,0.63633,0.6616,0.39744,1.57025,0.89966,1.00484,0.009505,0.009505,0.009505
7,2451.53,1.43543,0.7455,0.96337,0.87492,0.63612,0.67179,0.39672,1.59425,0.86027,1.00791,0.009406,0.009406,0.009406
8,2797.83,1.43756,0.73834,0.96134,0.8616,0.62069,0.65448,0.40289,1.53272,0.89787,0.9908,0.009307,0.009307,0.009307
9,3142.7,1.38565,0.7083,0.95358,0.87152,0.63532,0.68701,0.41878,1.59577,0.8834,0.99388,0.009208,0.009208,0.009208
10,3487.7,1.36975,0.70035,0.95182,0.66939,0.65025,0.6857,0.42902,1.47616,0.81282,0.97669,0.009109,0.009109,0.009109
11,3839.02,1.37209,0.69243,0.94752,0.87918,0.65064,0.68274,0.42821,1.48243,0.8031,0.98047,0.00901,0.00901,0.00901
12,4182.63,1.35681,0.68293,0.94292,0.89243,0.65496,0.69244,0.42787,1.50664,0.78892,0.99271,0.008911,0.008911,0.008911
13,4532.76,1.33202,0.67336,0.93998,0.88295,0.65142,0.70096,0.43309,1.52379,0.81085,0.9864,0.008812,0.008812,0.008812
14,4880,1.30895,0.6653,0.93542,0.89307,0.64946,0.70075,0.43458,1.49538,0.77397,0.98333,0.008713,0.008713,0.008713
15,5228.01,1.30301,0.65166,0.93372,0.88776,0.66069,0.69658,0.44238,1.43686,0.77733,0.96204,0.008614,0.008614,0.008614
16,5575.23,1.30132,0.64897,0.93052,0.88313,0.66993,0.71923,0.4571,1.43292,0.74828,0.96272,0.008515,0.008515,0.008515
17,5927.97,1.29589,0.64854,0.93435,0.89055,0.67138,0.71196,0.44078,1.45449,0.75168,0.98097,0.008416,0.008416,0.008416
18,6278.49,1.27734,0.63375,0.92995,0.88457,0.66933,0.71061,0.44575,1.43721,0.74638,0.96722,0.008317,0.008317,0.008317
19,6626.36,1.27903,0.63569,0.92761,0.73615,0.68033,0.69426,0.43823,1.43501,0.75039,0.95764,0.008218,0.008218,0.008218
20,6972.74,1.25602,0.62303,0.92063,0.88566,0.67296,0.70631,0.43987,1.43349,0.73857,0.9672,0.008119,0.008119,0.008119
21,7316.5,1.24905,0.61052,0.91765,0.83581,0.68738,0.72269,0.4465,1.42533,0.73413,0.96155,0.00802,0.00802,0.00802
22,7662.55,1.27405,0.62021,0.92334,0.89013,0.66835,0.71102,0.4502,1.42921,0.75533,0.95707,0.007921,0.007921,0.007921
23,8009.69,1.2355,0.60433,0.91479,0.69593,0.68054,0.7042,0.44785,1.42324,0.72698,0.95863,0.007822,0.007822,0.007822
24,8355.04,1.22605,0.60097,0.91507,0.85628,0.67843,0.70671,0.44683,1.44372,0.75494,0.9633,0.007723,0.007723,0.007723
25,8703.51,1.23599,0.60078,0.91934,0.87535,0.67064,0.70314,0.44559,1.42529,0.75416,0.95985,0.007624,0.007624,0.007624
26,9048.55,1.20552,0.5872,0.90912,0.87044,0.67292,0.70318,0.445,1.42833,0.74312,0.96156,0.007525,0.007525,0.007525
27,9393.15,1.19475,0.58862,0.91278,0.88603,0.66191,0.70606,0.44742,1.41553,0.74021,0.95715,0.007426,0.007426,0.007426
28,9740,1.1904,0.57978,0.90598,0.893,0.67524,0.72131,0.46236,1.39826,0.70967,0.95895,0.007327,0.007327,0.007327
29,10084.7,1.18381,0.57212,0.90495,0.83719,0.68871,0.72055,0.46688,1.38655,0.70406,0.95425,0.007228,0.007228,0.007228
30,10433.9,1.1625,0.56815,0.89674,0.89435,0.67706,0.70833,0.45782,1.39432,0.71535,0.9575,0.007129,0.007129,0.007129
31,10778.2,1.17045,0.57187,0.90072,0.88923,0.67824,0.71579,0.45662,1.42021,0.72079,0.9547,0.00703,0.00703,0.00703
32,11129.3,1.16978,0.57228,0.89993,0.80764,0.69179,0.73321,0.46905,1.38945,0.68826,0.95192,0.006931,0.006931,0.006931
33,11480.1,1.15961,0.56387,0.89917,0.8963,0.68441,0.71758,0.46076,1.38062,0.70123,0.94811,0.006832,0.006832,0.006832
34,11831.1,1.16178,0.56092,0.90124,0.81304,0.71475,0.73053,0.46873,1.39186,0.6906,0.95416,0.006733,0.006733,0.006733
35,12178.9,1.15528,0.56361,0.90142,0.89438,0.68175,0.72486,0.45804,1.40134,0.70828,0.95691,0.006634,0.006634,0.006634
36,12522.8,1.14128,0.55563,0.89571,0.9058,0.68615,0.71658,0.46127,1.38535,0.69231,0.95265,0.006535,0.006535,0.006535
37,12873.4,1.1379,0.54974,0.89232,0.70528,0.69154,0.71227,0.45914,1.37686,0.695,0.94932,0.006436,0.006436,0.006436
38,13219.2,1.13273,0.55192,0.89255,0.80766,0.68806,0.71553,0.46407,1.3828,0.69752,0.95141,0.006337,0.006337,0.006337
39,13567.7,1.1218,0.53822,0.89304,0.76506,0.68949,0.72165,0.46726,1.38565,0.69357,0.9516,0.006238,0.006238,0.006238
40,13917.5,1.10542,0.53414,0.88754,0.88218,0.69176,0.71784,0.45862,1.38806,0.6852,0.94969,0.006139,0.006139,0.006139
41,14263.3,1.1182,0.53463,0.89147,0.90061,0.69132,0.7158,0.46235,1.38873,0.69413,0.94961,0.00604,0.00604,0.00604
42,14615,1.11981,0.54075,0.89055,0.85975,0.69178,0.7215,0.46889,1.38034,0.67771,0.95087,0.005941,0.005941,0.005941
43,14963.3,1.1013,0.53489,0.88875,0.89305,0.68551,0.71929,0.4601,1.39036,0.68859,0.95051,0.005842,0.005842,0.005842
44,15314,1.11687,0.54178,0.89137,0.74173,0.69274,0.73005,0.47059,1.36957,0.67615,0.95219,0.005743,0.005743,0.005743
45,15659,1.0992,0.53158,0.88759,0.83207,0.68162,0.71373,0.45695,1.38035,0.68909,0.94914,0.005644,0.005644,0.005644
46,16004.8,1.08502,0.52373,0.88233,0.90352,0.68487,0.71368,0.46054,1.37817,0.67743,0.95184,0.005545,0.005545,0.005545
47,16352.9,1.08349,0.51809,0.88398,0.89835,0.68521,0.70871,0.45965,1.38666,0.67585,0.95307,0.005446,0.005446,0.005446
48,16704,1.06701,0.51592,0.87992,0.9049,0.68135,0.71741,0.46509,1.39283,0.68451,0.9535,0.005347,0.005347,0.005347
49,17053.5,1.06153,0.50892,0.87652,0.78136,0.69156,0.70948,0.45757,1.3914,0.68095,0.956,0.005248,0.005248,0.005248
50,17402.6,1.06362,0.51167,0.88191,0.82319,0.70115,0.71491,0.45886,1.38767,0.67518,0.95561,0.005149,0.005149,0.005149
51,17754.8,1.05632,0.50818,0.87394,0.90058,0.68989,0.70746,0.46087,1.38142,0.6745,0.9537,0.00505,0.00505,0.00505
52,18104.2,1.0519,0.50477,0.87615,0.84708,0.69424,0.71304,0.45846,1.39062,0.6711,0.95509,0.004951,0.004951,0.004951
53,18452.4,1.04379,0.50529,0.87694,0.83191,0.69404,0.71748,0.45744,1.39352,0.67576,0.95898,0.004852,0.004852,0.004852
54,18802.5,1.03422,0.49622,0.87172,0.80643,0.6976,0.7155,0.45562,1.40053,0.67773,0.95786,0.004753,0.004753,0.004753
55,19151.2,1.04959,0.50373,0.87441,0.83457,0.69791,0.71324,0.45845,1.38452,0.67281,0.95243,0.004654,0.004654,0.004654
